FILE,marker,variant
GCF_000424945.1,rpoB,721
GCF_000429085.1,rpoB,129
GCF_000444875.1,rpoB,602
GCF_000478605.2,rpoB,934
GCF_000495755.1,rpoB,340
GCF_000497425.1,rpoB,855
GCF_000498935.1,rpoB,585
GCF_000504065.1,rpoB,787
GCF_000518045.1,rpoB,933
GCF_000590515.1,rpoB,86
GCF_000612545.2,rpoB,707
GCF_000647875.1,rpoB,225
GCF_000695235.1,rpoB,938
GCF_000696595.1,rpoB,142
GCF_000698495.1,rpoB,37
GCF_000700005.2,rpoB,234
GCF_000707925.2,rpoB,210
GCF_000709915.1,rpoB,747
GCF_000715745.1,rpoB,2
GCF_000715845.1,rpoB,90
GCF_000716025.1,rpoB,23
GCF_000716215.1,rpoB,161
GCF_000716335.1,rpoB,566
GCF_000716435.1,rpoB,556
GCF_000716445.1,rpoB,178
GCF_000716455.1,rpoB,210
GCF_000716515.1,rpoB,689
GCF_000716525.1,rpoB,114
GCF_000716535.1,rpoB,320
GCF_000716605.1,rpoB,728
GCF_000716625.1,rpoB,119
GCF_000716675.1,rpoB,113
GCF_000716685.1,rpoB,418
GCF_000716805.1,rpoB,182
GCF_000716845.1,rpoB,210
GCF_000716875.1,rpoB,150
GCF_000716935.1,rpoB,13
GCF_000717025.1,rpoB,9
GCF_000717055.1,rpoB,137
GCF_000717215.1,rpoB,441
GCF_000717285.1,rpoB,210
GCF_000717345.1,rpoB,54
GCF_000717375.1,rpoB,36
GCF_000717595.1,rpoB,371
GCF_000717635.1,rpoB,352
GCF_000717645.1,rpoB,2
GCF_000717655.1,rpoB,529
GCF_000717665.1,rpoB,44
GCF_000717725.1,rpoB,150
GCF_000717745.1,rpoB,73
GCF_000717795.1,rpoB,8
GCF_000717805.1,rpoB,210
GCF_000717815.1,rpoB,745
GCF_000717845.1,rpoB,126
GCF_000717875.1,rpoB,218
GCF_000717895.1,rpoB,320
GCF_000717915.1,rpoB,249
GCF_000717925.1,rpoB,380
GCF_000717945.1,rpoB,816
GCF_000717965.1,rpoB,2
GCF_000717995.1,rpoB,175
GCF_000718015.1,rpoB,71
GCF_000718095.1,rpoB,167
GCF_000718155.1,rpoB,140
GCF_000718165.1,rpoB,559
GCF_000718175.1,rpoB,11
GCF_000718205.1,rpoB,2
GCF_000718235.1,rpoB,2
GCF_000718245.1,rpoB,2
GCF_000718295.1,rpoB,210
GCF_000718305.1,rpoB,148
GCF_000718315.1,rpoB,133
GCF_000718375.1,rpoB,216
GCF_000718455.1,rpoB,608
GCF_000718525.1,rpoB,243
GCF_000718595.1,rpoB,119
GCF_000718615.1,rpoB,2
GCF_000718625.1,rpoB,141
GCF_000718635.1,rpoB,173
GCF_000718675.1,rpoB,409
GCF_000718695.1,rpoB,2
GCF_000718705.1,rpoB,221
GCF_000718715.1,rpoB,210
GCF_000718755.1,rpoB,304
GCF_000718775.1,rpoB,334
GCF_000718785.1,rpoB,810
GCF_000718815.1,rpoB,210
GCF_000718835.1,rpoB,210
GCF_000718865.1,rpoB,210
GCF_000718915.1,rpoB,2
GCF_000718935.1,rpoB,709
GCF_000718945.1,rpoB,769
GCF_000718955.1,rpoB,690
GCF_000718985.1,rpoB,144
GCF_000719035.1,rpoB,2
GCF_000719185.1,rpoB,304
GCF_000719195.1,rpoB,2
GCF_000719255.1,rpoB,173
GCF_000719265.1,rpoB,375
GCF_000719335.1,rpoB,616
GCF_000719345.1,rpoB,329
GCF_000719355.1,rpoB,478
GCF_000719365.1,rpoB,481
GCF_000719425.1,rpoB,920
GCF_000719435.1,rpoB,92
GCF_000719495.1,rpoB,28
GCF_000719505.1,rpoB,923
GCF_000719555.1,rpoB,866
GCF_000719575.1,rpoB,578
GCF_000719585.1,rpoB,2
GCF_000719605.1,rpoB,450
GCF_000719625.1,rpoB,221
GCF_000719655.1,rpoB,394
GCF_000719665.1,rpoB,236
GCF_000719735.1,rpoB,114
GCF_000719785.1,rpoB,184
GCF_000719855.1,rpoB,515
GCF_000719865.1,rpoB,383
GCF_000719895.1,rpoB,637
GCF_000719925.1,rpoB,2
GCF_000719955.1,rpoB,36
GCF_000720055.1,rpoB,2
GCF_000720065.1,rpoB,2
GCF_000720115.1,rpoB,826
GCF_000720135.1,rpoB,364
GCF_000720145.1,rpoB,451
GCF_000720175.1,rpoB,715
GCF_000720185.1,rpoB,647
GCF_000720215.1,rpoB,482
GCF_000720235.1,rpoB,17
GCF_000720255.1,rpoB,475
GCF_000720295.1,rpoB,320
GCF_000720325.1,rpoB,995
GCF_000720395.1,rpoB,156
GCF_000720405.1,rpoB,38
GCF_000720455.1,rpoB,17
GCF_000720475.1,rpoB,116
GCF_000720485.1,rpoB,48
GCF_000720505.1,rpoB,444
GCF_000720565.1,rpoB,210
GCF_000720605.1,rpoB,210
GCF_000720635.1,rpoB,739
GCF_000720645.1,rpoB,270
GCF_000720675.1,rpoB,185
GCF_000720715.1,rpoB,210
GCF_000720755.1,rpoB,320
GCF_000720765.1,rpoB,719
GCF_000720795.1,rpoB,690
GCF_000720835.1,rpoB,108
GCF_000720875.1,rpoB,666
GCF_000720885.1,rpoB,114
GCF_000721035.1,rpoB,243
GCF_000721045.1,rpoB,210
GCF_000721105.1,rpoB,987
GCF_000721185.1,rpoB,37
GCF_000721205.1,rpoB,2
GCF_000721235.1,rpoB,151
GCF_000721255.1,rpoB,117
GCF_000721335.1,rpoB,236
GCF_000721365.1,rpoB,641
GCF_000721415.1,rpoB,2
GCF_000721435.1,rpoB,184
GCF_000721455.1,rpoB,36
GCF_000721495.1,rpoB,422
GCF_000721515.1,rpoB,656
GCF_000721525.1,rpoB,320
GCF_000721535.1,rpoB,52
GCF_000721575.1,rpoB,2
GCF_000721595.1,rpoB,227
GCF_000721605.1,rpoB,863
GCF_000721665.1,rpoB,409
GCF_000721685.1,rpoB,24
GCF_000721715.1,rpoB,802
GCF_000721935.1,rpoB,725
GCF_000721945.1,rpoB,658
GCF_000721955.1,rpoB,218
GCF_000722015.1,rpoB,218
GCF_000722185.1,rpoB,29
GCF_000725125.1,rpoB,415
GCF_000725475.1,rpoB,127
GCF_000725495.1,rpoB,367
GCF_000725545.1,rpoB,11
GCF_000725555.1,rpoB,396
GCF_000725565.1,rpoB,210
GCF_000725625.1,rpoB,352
GCF_000725635.1,rpoB,36
GCF_000725645.1,rpoB,873
GCF_000725655.1,rpoB,320
GCF_000725715.1,rpoB,412
GCF_000725725.1,rpoB,179
GCF_000725745.1,rpoB,116
GCF_000725785.1,rpoB,131
GCF_000725795.1,rpoB,168
GCF_000725805.1,rpoB,179
GCF_000725885.1,rpoB,114
GCF_000738695.1,rpoB,260
GCF_000738715.1,rpoB,309
GCF_000739045.1,rpoB,427
GCF_000739105.1,rpoB,126
GCF_000743295.1,rpoB,344
GCF_000745345.1,rpoB,181
GCF_000761215.1,rpoB,801
GCF_000764715.1,rpoB,118
GCF_000772045.1,rpoB,437
GCF_000797385.1,rpoB,340
GCF_000800535.1,rpoB,28
GCF_000802245.2,rpoB,153
GCF_000805335.1,rpoB,782
GCF_000813365.1,rpoB,114
GCF_000816025.1,rpoB,717
GCF_000816465.3,rpoB,153
GCF_000816485.1,rpoB,861
GCF_000819545.1,rpoB,149
GCF_000829695.1,rpoB,644
GCF_000829715.2,rpoB,565
GCF_000830005.1,rpoB,174
GCF_000931445.1,rpoB,732
GCF_000935125.1,rpoB,653
GCF_000935135.2,rpoB,454
GCF_000935185.3,rpoB,787
GCF_000955965.1,rpoB,131
GCF_000956015.1,rpoB,662
GCF_000958545.1,rpoB,386
GCF_000966955.1,rpoB,770
GCF_000966965.1,rpoB,17
GCF_000966975.1,rpoB,139
GCF_000968685.2,rpoB,643
GCF_000972385.1,rpoB,532
GCF_000972395.1,rpoB,126
GCF_000972435.1,rpoB,185
GCF_000974985.2,rpoB,429
GCF_000980885.2,rpoB,545
GCF_000988945.1,rpoB,296
GCF_001005085.2,rpoB,322
GCF_001005295.1,rpoB,244
GCF_001005405.1,rpoB,309
GCF_001008135.1,rpoB,507
GCF_001011035.1,rpoB,949
GCF_001013905.1,rpoB,142
GCF_001014595.1,rpoB,28
GCF_001040905.1,rpoB,261
GCF_001044425.1,rpoB,869
GCF_001047315.1,rpoB,678
GCF_001047325.1,rpoB,630
GCF_001049855.1,rpoB,907
GCF_001184025.1,rpoB,625
GCF_001187435.1,rpoB,837
GCF_001189015.1,rpoB,523
GCF_001189025.1,rpoB,12
GCF_001189035.1,rpoB,507
GCF_001190165.1,rpoB,234
GCF_001267885.1,rpoB,324
GCF_001270025.1,rpoB,729
GCF_001270485.1,rpoB,630
GCF_001270495.1,rpoB,630
GCF_001270505.1,rpoB,161
GCF_001270515.1,rpoB,178
GCF_001270565.1,rpoB,380
GCF_001270575.1,rpoB,75
GCF_001270635.1,rpoB,320
GCF_001270675.1,rpoB,2
GCF_001278075.1,rpoB,102
GCF_001278095.1,rpoB,430
GCF_001279005.1,rpoB,216
GCF_001279015.1,rpoB,210
GCF_001279025.1,rpoB,210
GCF_001279065.1,rpoB,210
GCF_001279075.1,rpoB,210
GCF_001279095.1,rpoB,210
GCF_001279105.1,rpoB,210
GCF_001279345.1,rpoB,210
GCF_001279355.1,rpoB,236
GCF_001279365.1,rpoB,663
GCF_001279375.1,rpoB,210
GCF_001279425.1,rpoB,431
GCF_001279445.1,rpoB,381
GCF_001279455.1,rpoB,216
GCF_001279485.1,rpoB,381
GCF_001279495.1,rpoB,359
GCF_001279545.1,rpoB,432
GCF_001279605.1,rpoB,236
GCF_001279615.1,rpoB,236
GCF_001279625.1,rpoB,380
GCF_001279685.1,rpoB,17
GCF_001279695.1,rpoB,853
GCF_001279725.1,rpoB,820
GCF_001279735.1,rpoB,2
GCF_001279765.1,rpoB,17
GCF_001279775.1,rpoB,767
GCF_001279805.1,rpoB,770
GCF_001279815.1,rpoB,17
GCF_001279845.1,rpoB,381
GCF_001279855.1,rpoB,17
GCF_001279885.1,rpoB,381
GCF_001279905.1,rpoB,17
GCF_001279925.1,rpoB,381
GCF_001279935.1,rpoB,785
GCF_001279965.1,rpoB,17
GCF_001279985.1,rpoB,712
GCF_001280045.1,rpoB,320
GCF_001280095.1,rpoB,343
GCF_001280125.1,rpoB,343
GCF_001282115.1,rpoB,282
GCF_001294335.1,rpoB,56
GCF_001294345.1,rpoB,535
GCF_001417675.1,rpoB,236
GCF_001417695.1,rpoB,353
GCF_001418125.1,rpoB,114
GCF_001418135.1,rpoB,220
GCF_001418165.1,rpoB,264
GCF_001418175.1,rpoB,520
GCF_001418325.1,rpoB,832
GCF_001418385.1,rpoB,546
GCF_001418395.1,rpoB,611
GCF_001418415.1,rpoB,520
GCF_001418465.1,rpoB,15
GCF_001418475.1,rpoB,136
GCF_001418545.1,rpoB,114
GCF_001418585.1,rpoB,629
GCF_001418625.1,rpoB,1
GCF_001418645.1,rpoB,147
GCF_001419695.1,rpoB,611
GCF_001419705.1,rpoB,264
GCF_001419795.1,rpoB,786
GCF_001425805.1,rpoB,806
GCF_001426325.1,rpoB,12
GCF_001426405.1,rpoB,197
GCF_001426425.1,rpoB,263
GCF_001426585.1,rpoB,580
GCF_001427245.1,rpoB,462
GCF_001427565.1,rpoB,12
GCF_001427745.1,rpoB,197
GCF_001428885.1,rpoB,812
GCF_001431765.1,rpoB,36
GCF_001434355.1,rpoB,12
GCF_001445655.1,rpoB,823
GCF_001445835.1,rpoB,177
GCF_001469455.2,rpoB,644
GCF_001482415.1,rpoB,797
GCF_001484565.1,rpoB,761
GCF_001485105.1,rpoB,523
GCF_001485125.1,rpoB,854
GCF_001507395.1,rpoB,210
GCF_001507435.1,rpoB,408
GCF_001509475.1,rpoB,887
GCF_001509485.1,rpoB,883
GCF_001509505.1,rpoB,211
GCF_001509565.1,rpoB,92
GCF_001509775.1,rpoB,85
GCF_001509785.1,rpoB,499
GCF_001509795.1,rpoB,499
GCF_001513955.1,rpoB,658
GCF_001513965.1,rpoB,726
GCF_001513975.1,rpoB,288
GCF_001513985.1,rpoB,101
GCF_001514045.1,rpoB,97
GCF_001514055.1,rpoB,583
GCF_001514065.1,rpoB,909
GCF_001514115.1,rpoB,737
GCF_001514125.1,rpoB,378
GCF_001514135.1,rpoB,118
GCF_001514145.1,rpoB,840
GCF_001514195.1,rpoB,101
GCF_001514205.1,rpoB,629
GCF_001514215.1,rpoB,906
GCF_001514235.1,rpoB,827
GCF_001514265.1,rpoB,161
GCF_001514285.1,rpoB,635
GCF_001514305.1,rpoB,929
GCF_001531145.1,rpoB,515
GCF_001550215.1,rpoB,165
GCF_001550225.1,rpoB,309
GCF_001550235.1,rpoB,798
GCF_001550245.1,rpoB,309
GCF_001550295.1,rpoB,309
GCF_001550315.1,rpoB,554
GCF_001550325.1,rpoB,296
GCF_001550375.1,rpoB,296
GCF_001553435.1,rpoB,72
GCF_001553455.1,rpoB,52
GCF_001553475.1,rpoB,52
GCF_001570645.1,rpoB,72
GCF_001572115.1,rpoB,165
GCF_001577385.1,rpoB,92
GCF_001579685.1,rpoB,798
GCF_001590865.1,rpoB,217
GCF_001592685.1,rpoB,246
GCF_001595515.1,rpoB,736
GCF_001598115.1,rpoB,669
GCF_001611795.1,rpoB,534
GCF_001625365.1,rpoB,461
GCF_001632865.1,rpoB,324
GCF_001640565.1,rpoB,622
GCF_001642695.1,rpoB,814
GCF_001642995.1,rpoB,783
GCF_001646665.1,rpoB,623
GCF_001650215.1,rpoB,622
GCF_001652895.1,rpoB,72
GCF_001653515.1,rpoB,993
GCF_001654495.1,rpoB,829
GCF_001660045.1,rpoB,453
GCF_001661615.1,rpoB,114
GCF_001672315.1,rpoB,264
GCF_001685355.1,rpoB,370
GCF_001687325.1,rpoB,192
GCF_001693675.1,rpoB,125
GCF_001700505.1,rpoB,29
GCF_001704195.1,rpoB,36
GCF_001704635.1,rpoB,497
GCF_001705785.1,rpoB,72
GCF_001715295.1,rpoB,505
GCF_001723055.1,rpoB,51
GCF_001723065.1,rpoB,813
GCF_001723075.1,rpoB,855
GCF_001723115.1,rpoB,8
GCF_001729485.1,rpoB,876
GCF_001735805.1,rpoB,300
GCF_001746285.1,rpoB,12
GCF_001746295.1,rpoB,355
GCF_001746305.1,rpoB,287
GCF_001746315.1,rpoB,865
GCF_001746365.1,rpoB,207
GCF_001746415.1,rpoB,439
GCF_001746425.1,rpoB,553
GCF_001746455.1,rpoB,439
GCF_001746465.1,rpoB,439
GCF_001746475.1,rpoB,844
GCF_001748165.1,rpoB,443
GCF_001750785.1,rpoB,983
GCF_001751305.1,rpoB,35
GCF_001751375.1,rpoB,945
GCF_001756925.1,rpoB,234
GCF_001767375.1,rpoB,326
GCF_001865245.1,rpoB,967
GCF_001865255.1,rpoB,473
GCF_001865315.1,rpoB,36
GCF_001865795.1,rpoB,36
GCF_001866645.1,rpoB,202
GCF_001866665.1,rpoB,756
GCF_001866675.1,rpoB,307
GCF_001886595.1,rpoB,16
GCF_001895105.1,rpoB,495
GCF_001905005.1,rpoB,694
GCF_001905025.1,rpoB,389
GCF_001905125.1,rpoB,932
GCF_001905365.1,rpoB,351
GCF_001905385.1,rpoB,471
GCF_001905405.1,rpoB,24
GCF_001905425.1,rpoB,389
GCF_001905445.1,rpoB,674
GCF_001905485.1,rpoB,638
GCF_001905505.1,rpoB,526
GCF_001905525.1,rpoB,12
GCF_001905575.1,rpoB,494
GCF_001905595.1,rpoB,295
GCF_001905645.1,rpoB,743
GCF_001905665.1,rpoB,203
GCF_001905705.1,rpoB,204
GCF_001905725.1,rpoB,796
GCF_001905735.1,rpoB,862
GCF_001905785.1,rpoB,664
GCF_001905795.1,rpoB,682
GCF_001905825.1,rpoB,609
GCF_001905845.1,rpoB,516
GCF_001905855.1,rpoB,800
GCF_001905885.1,rpoB,958
GCF_001905905.1,rpoB,693
GCF_001906585.1,rpoB,673
GCF_001931635.1,rpoB,247
GCF_001941265.1,rpoB,292
GCF_001941275.1,rpoB,589
GCF_001941285.1,rpoB,292
GCF_001941845.1,rpoB,558
GCF_001949645.1,rpoB,414
GCF_001953875.1,rpoB,511
GCF_001969965.1,rpoB,497
GCF_001974775.1,rpoB,310
GCF_001975025.1,rpoB,211
GCF_001983595.1,rpoB,18
GCF_001983975.1,rpoB,443
GCF_001984445.1,rpoB,544
GCF_002005565.1,rpoB,615
GCF_002007685.1,rpoB,511
GCF_002009175.1,rpoB,811
GCF_002017835.1,rpoB,118
GCF_002019855.1,rpoB,485
GCF_002021875.1,rpoB,468
GCF_002028385.1,rpoB,380
GCF_002028425.1,rpoB,349
GCF_002078175.1,rpoB,817
GCF_002078235.1,rpoB,755
GCF_002080455.1,rpoB,380
GCF_002082175.1,rpoB,569
GCF_002082195.1,rpoB,560
GCF_002090335.1,rpoB,654
GCF_002094995.1,rpoB,225
GCF_002099185.1,rpoB,978
GCF_002119225.1,rpoB,412
GCF_002148965.1,rpoB,699
GCF_002150735.1,rpoB,672
GCF_002150845.1,rpoB,395
GCF_002154275.1,rpoB,85
GCF_002154375.1,rpoB,376
GCF_002154385.1,rpoB,24
GCF_002154415.1,rpoB,115
GCF_002154445.1,rpoB,412
GCF_002154505.1,rpoB,456
GCF_002154555.1,rpoB,575
GCF_002154575.1,rpoB,20
GCF_002155725.1,rpoB,350
GCF_002155765.1,rpoB,554
GCF_002155885.1,rpoB,87
GCF_002155905.1,rpoB,106
GCF_002155915.1,rpoB,968
GCF_002156055.1,rpoB,567
GCF_002156075.1,rpoB,479
GCF_002156095.1,rpoB,282
GCF_002156145.1,rpoB,174
GCF_002188335.1,rpoB,584
GCF_002188345.1,rpoB,189
GCF_002188365.1,rpoB,208
GCF_002189675.2,rpoB,113
GCF_002192455.1,rpoB,230
GCF_002217715.1,rpoB,344
GCF_002217755.1,rpoB,733
GCF_002224125.2,rpoB,684
GCF_002237655.1,rpoB,926
GCF_002242805.1,rpoB,748
GCF_002251155.1,rpoB,858
GCF_002261115.1,rpoB,121
GCF_002277855.1,rpoB,283
GCF_002286695.1,rpoB,915
GCF_002289335.1,rpoB,36
GCF_002300165.1,rpoB,373
GCF_002300315.1,rpoB,253
GCF_002300485.1,rpoB,667
GCF_002317005.1,rpoB,36
GCF_002317025.1,rpoB,36
GCF_002317035.1,rpoB,36
GCF_002335465.1,rpoB,737
GCF_002382885.1,rpoB,688
GCF_002551015.1,rpoB,494
GCF_002551045.1,rpoB,494
GCF_002551055.1,rpoB,494
GCF_002551065.1,rpoB,24
GCF_002551105.1,rpoB,24
GCF_002551135.1,rpoB,620
GCF_002551145.1,rpoB,542
GCF_002551175.1,rpoB,3
GCF_002551185.1,rpoB,44
GCF_002551225.1,rpoB,506
GCF_002551235.1,rpoB,506
GCF_002551295.1,rpoB,12
GCF_002551305.1,rpoB,925
GCF_002551335.1,rpoB,905
GCF_002551345.1,rpoB,344
GCF_002551375.1,rpoB,714
GCF_002551415.1,rpoB,259
GCF_002551425.1,rpoB,401
GCF_002551435.1,rpoB,620
GCF_002551465.1,rpoB,777
GCF_002551475.1,rpoB,848
GCF_002556545.1,rpoB,765
GCF_002591335.1,rpoB,443
GCF_002705685.1,rpoB,773
GCF_002705695.1,rpoB,346
GCF_002711365.1,rpoB,704
GCF_002727115.1,rpoB,83
GCF_002742045.1,rpoB,959
GCF_002761895.1,rpoB,706
GCF_002797835.1,rpoB,213
GCF_002802945.1,rpoB,384
GCF_002803065.1,rpoB,922
GCF_002803075.1,rpoB,587
GCF_002803085.1,rpoB,250
GCF_002803155.1,rpoB,188
GCF_002803175.1,rpoB,825
GCF_002803195.1,rpoB,389
GCF_002803845.1,rpoB,140
GCF_002804165.1,rpoB,35
GCF_002812405.1,rpoB,443
GCF_002832675.1,rpoB,3
GCF_002843305.1,rpoB,948
GCF_002844215.1,rpoB,680
GCF_002846415.1,rpoB,942
GCF_002846455.1,rpoB,657
GCF_002847285.1,rpoB,956
GCF_002879675.3,rpoB,240
GCF_002891295.1,rpoB,205
GCF_002891315.1,rpoB,286
GCF_002891435.1,rpoB,640
GCF_002891865.1,rpoB,443
GCF_002899455.1,rpoB,937
GCF_002910725.2,rpoB,5
GCF_002910775.2,rpoB,677
GCF_002910795.1,rpoB,5
GCF_002910815.1,rpoB,5
GCF_002910825.1,rpoB,319
GCF_002910875.1,rpoB,335
GCF_002910905.1,rpoB,543
GCF_002910915.1,rpoB,890
GCF_002910935.1,rpoB,23
GCF_002910985.1,rpoB,23
GCF_002920535.1,rpoB,881
GCF_002920575.1,rpoB,248
GCF_002920635.1,rpoB,336
GCF_002939385.1,rpoB,713
GCF_002939475.1,rpoB,83
GCF_002941025.1,rpoB,681
GCF_002943895.1,rpoB,246
GCF_002946835.1,rpoB,959
GCF_002966105.1,rpoB,234
GCF_002982015.1,rpoB,970
GCF_003013745.1,rpoB,126
GCF_003024195.1,rpoB,980
GCF_003024215.1,rpoB,573
GCF_003032475.1,rpoB,849
GCF_003041235.1,rpoB,794
GCF_003046555.1,rpoB,833
GCF_003048205.2,rpoB,297
GCF_003073355.1,rpoB,167
GCF_003074055.1,rpoB,903
GCF_003097515.1,rpoB,996
GCF_003112515.1,rpoB,233
GCF_003112535.1,rpoB,860
GCF_003112555.1,rpoB,584
GCF_003112575.1,rpoB,236
GCF_003112595.1,rpoB,325
GCF_003116675.1,rpoB,490
GCF_003116715.1,rpoB,838
GCF_003116725.1,rpoB,467
GCF_003116755.1,rpoB,3
GCF_003116775.1,rpoB,3
GCF_003116795.1,rpoB,185
GCF_003122345.2,rpoB,234
GCF_003122365.1,rpoB,998
GCF_003143855.1,rpoB,771
GCF_003143935.1,rpoB,775
GCF_003146615.1,rpoB,772
GCF_003147545.1,rpoB,24
GCF_003148825.1,rpoB,870
GCF_003173275.1,rpoB,893
GCF_003208035.1,rpoB,864
GCF_003236365.1,rpoB,357
GCF_003248335.1,rpoB,711
GCF_003248355.1,rpoB,711
GCF_003261055.1,rpoB,592
GCF_003265665.1,rpoB,964
GCF_003287915.1,rpoB,391
GCF_003287935.1,rpoB,391
GCF_003323715.1,rpoB,939
GCF_003323735.1,rpoB,962
GCF_003324565.1,rpoB,675
GCF_003330845.1,rpoB,372
GCF_003330865.1,rpoB,94
GCF_003344445.1,rpoB,370
GCF_003344905.1,rpoB,453
GCF_003344965.1,rpoB,846
GCF_003346515.1,rpoB,196
GCF_003352445.1,rpoB,35
GCF_003353555.1,rpoB,24
GCF_003363195.1,rpoB,841
GCF_003367645.1,rpoB,18
GCF_003369795.1,rpoB,206
GCF_003387455.1,rpoB,126
GCF_003389455.1,rpoB,781
GCF_003391135.1,rpoB,327
GCF_003402595.1,rpoB,998
GCF_003403055.1,rpoB,815
GCF_003428925.1,rpoB,228
GCF_003443735.1,rpoB,595
GCF_003454755.1,rpoB,125
GCF_003501885.1,rpoB,344
GCF_003568675.1,rpoB,509
GCF_003584805.1,rpoB,292
GCF_003584815.1,rpoB,309
GCF_003584825.1,rpoB,399
GCF_003595235.1,rpoB,626
GCF_003595545.1,rpoB,241
GCF_003610995.1,rpoB,467
GCF_003627815.1,rpoB,845
GCF_003634815.1,rpoB,349
GCF_003635085.1,rpoB,446
GCF_003665435.1,rpoB,503
GCF_003671675.1,rpoB,278
GCF_003671685.1,rpoB,436
GCF_003671715.1,rpoB,624
GCF_003671755.1,rpoB,521
GCF_003675325.1,rpoB,193
GCF_003675955.1,rpoB,160
GCF_003687515.1,rpoB,36
GCF_003709145.1,rpoB,759
GCF_003721495.1,rpoB,222
GCF_003751425.1,rpoB,266
GCF_003751445.1,rpoB,289
GCF_003751985.1,rpoB,800
GCF_003752205.1,rpoB,661
GCF_003752275.1,rpoB,303
GCF_003814735.1,rpoB,349
GCF_003814765.1,rpoB,902
GCF_003814875.1,rpoB,425
GCF_003851625.1,rpoB,965
GCF_003851665.1,rpoB,787
GCF_003865135.1,rpoB,66
GCF_003865155.1,rpoB,69
GCF_003932715.1,rpoB,314
GCF_003933295.1,rpoB,133
GCF_003933485.1,rpoB,133
GCF_003933965.1,rpoB,889
GCF_003935055.1,rpoB,113
GCF_003945505.1,rpoB,975
GCF_003945525.1,rpoB,604
GCF_003945545.1,rpoB,851
GCF_003947265.2,rpoB,366
GCF_003947455.1,rpoB,563
GCF_003947555.1,rpoB,337
GCF_003947575.1,rpoB,210
GCF_003947585.1,rpoB,262
GCF_003949505.1,rpoB,413
GCF_003949535.1,rpoB,405
GCF_003949695.1,rpoB,85
GCF_003949805.1,rpoB,593
GCF_003949835.1,rpoB,185
GCF_003949875.1,rpoB,530
GCF_003949895.1,rpoB,35
GCF_003949905.1,rpoB,594
GCF_003950035.1,rpoB,901
GCF_003950055.1,rpoB,398
GCF_003955715.1,rpoB,275
GCF_003963535.1,rpoB,867
GCF_003970715.1,rpoB,78
GCF_003977835.1,rpoB,604
GCF_003977875.1,rpoB,753
GCF_003984785.1,rpoB,946
GCF_003984905.1,rpoB,185
GCF_003984925.1,rpoB,185
GCF_003984935.1,rpoB,341
GCF_003984965.1,rpoB,411
GCF_003984975.1,rpoB,369
GCF_003989035.1,rpoB,478
GCF_003994375.1,rpoB,500
GCF_003994395.1,rpoB,273
GCF_004000395.1,rpoB,36
GCF_004000405.1,rpoB,538
GCF_004028635.1,rpoB,25
GCF_004078575.1,rpoB,229
GCF_004104485.1,rpoB,597
GCF_004104505.1,rpoB,702
GCF_004115015.1,rpoB,702
GCF_004117935.1,rpoB,947
GCF_004122735.1,rpoB,612
GCF_004122755.1,rpoB,242
GCF_004124325.1,rpoB,935
GCF_004124335.1,rpoB,912
GCF_004125245.1,rpoB,54
GCF_004125265.1,rpoB,821
GCF_004125275.1,rpoB,500
GCF_004125315.1,rpoB,385
GCF_004127445.1,rpoB,211
GCF_004151105.1,rpoB,875
GCF_004187715.1,rpoB,342
GCF_004195735.1,rpoB,36
GCF_004195745.1,rpoB,36
GCF_004195755.1,rpoB,36
GCF_004195775.1,rpoB,93
GCF_004195835.1,rpoB,5
GCF_004195845.1,rpoB,36
GCF_004195855.1,rpoB,5
GCF_004195885.1,rpoB,36
GCF_004195895.1,rpoB,36
GCF_004195935.1,rpoB,111
GCF_004195945.1,rpoB,36
GCF_004195955.1,rpoB,111
GCF_004195965.1,rpoB,36
GCF_004195995.1,rpoB,36
GCF_004196035.1,rpoB,36
GCF_004196045.1,rpoB,112
GCF_004196145.1,rpoB,36
GCF_004196155.1,rpoB,36
GCF_004196215.1,rpoB,36
GCF_004196225.1,rpoB,513
GCF_004212445.1,rpoB,211
GCF_004217285.1,rpoB,758
GCF_004217355.1,rpoB,888
GCF_004295505.1,rpoB,314
GCF_004320085.1,rpoB,121
GCF_004328625.1,rpoB,168
GCF_004334925.1,rpoB,35
GCF_004337435.2,rpoB,957
GCF_004341025.1,rpoB,101
GCF_004353505.1,rpoB,946
GCF_004353545.1,rpoB,946
GCF_004359235.1,rpoB,946
GCF_004364245.1,rpoB,388
GCF_004364395.1,rpoB,209
GCF_004403015.1,rpoB,996
GCF_004522685.1,rpoB,398
GCF_004524875.1,rpoB,227
GCF_004563805.1,rpoB,51
GCF_004684775.1,rpoB,991
GCF_004768505.1,rpoB,114
GCF_004794175.1,rpoB,225
GCF_004794665.1,rpoB,575
GCF_004795015.1,rpoB,703
GCF_004795035.1,rpoB,581
GCF_004795055.1,rpoB,911
GCF_004795105.1,rpoB,269
GCF_004795115.1,rpoB,17
GCF_004795155.1,rpoB,126
GCF_004795715.1,rpoB,411
GCF_004798575.1,rpoB,211
GCF_004803895.1,rpoB,387
GCF_005048155.1,rpoB,852
GCF_005222485.1,rpoB,273
GCF_005234185.1,rpoB,904
GCF_005280195.1,rpoB,255
GCF_005280215.1,rpoB,606
GCF_005405925.1,rpoB,61
GCF_005405965.1,rpoB,118
GCF_005406005.1,rpoB,118
GCF_005490965.1,rpoB,185
GCF_005517195.1,rpoB,951
